ID,Nom,LieuDit,Bassin,DateDebut,DateFin,Type,Altitude,Latitude,Longitude
3321001,YZEURE,60 rue Claude DEBUSSY,K345,1867-01-01 00:00:00,,2,242,46.579166666666666,3.3528333333333333
4006004,ALLOS,LE PLAN-EST,X200,2001-11-01 00:00:00,2010-04-30 00:00:00,3,1370,44.22666666666667,6.631666666666667
4006005,ALLOS (ALLOS_SAPC),HAUT DE VILLE,NR,2010-05-26 00:00:00,,2,1400,44.2425,6.625333333333334
4006400,ALLOS (LA FOUX D ALLOS_NIVO),LA-FOUX-D'ALLOS,X200,1971-12-01 00:00:00,,4,1900,44.28983333333333,6.5616666666666665
4019001,FAUCON-DE-BARCELONNETTE (BARCELONNETTE),PONT LONG,X043,1923-01-01 00:00:00,,1,1155,44.39116666666666,6.670166666666667
4019404,UVERNET-FOURS (PRA LOUP_NIVO),Costebelle,X043,1996-12-20 00:00:00,,4,2100,44.36,6.584666666666666
4022001,BARREME,LES FERRAGES,X141,1966-07-01 00:00:00,,2,743,43.957166666666666,6.372333333333334
4023001,BAYONS,Beguine,X070,1997-01-01 00:00:00,,2,886,44.342666666666666,6.1786666666666665
4024004,BEAUJEU (BEAUJEU ST PIERRE),ST PIERRE,NR,2023-08-24 00:00:00,,2,960,44.209833333333336,6.385166666666667
4034004,LA BRILLANNE (LA BRILLANNE-SPC),SPC-222-La Brillane,X131,2004-08-01 00:00:00,2013-12-10 00:00:00,5,350,43.934666666666665,5.893666666666666
4039001,CASTELLANE,LA-RECLUSE,X221,1968-03-01 00:00:00,,2,729,43.84916666666667,6.508
4041001,LE CASTELLET,VILLAGE,X132,1957-12-01 00:00:00,,2,473,43.93833333333333,5.9795
4049001,CHATEAU-ARNOUX-SAINT-AUBAN (ST AUBAN),AERODROME-ST-AUBAN,X113,1954-01-01 00:00:00,,0,458,44.06216666666667,5.9896666666666665
4068001,DAUPHIN,BARNERY,X150,2003-08-01 00:00:00,,1,427,43.90983333333333,5.767166666666666
4070007,DIGNE-LES-BAINS (DIGNE),GAUBERT-SERVICE DES EAUX,X123,1984-03-01 00:00:00,1992-11-30 00:00:00,2,560,44.07666666666667,6.1866666666666665
4070008,DIGNE-LES-BAINS (DIGNE),STADE-ROLLAND,X123,1949-05-01 00:00:00,2003-08-10 00:00:00,2,585,44.083333333333336,6.225
4070009,DIGNE-LES-BAINS (DIGNE LES BAINS),LES ISCLES,X123,2003-08-01 00:00:00,,1,554,44.07,6.1866666666666665
4094002,GREOUX-LES-BAINS (GREOUX),PLACE-DES-AIRES,X280,1980-09-01 00:00:00,1996-03-31 00:00:00,2,359,43.75666666666667,5.883333333333334
4096002,JAUSIERS (JAUSIERS-ST ANNE),QUARTIER STE ANNE,X043,1985-01-01 00:00:00,,2,1240,44.41366666666666,6.7251666666666665
4096401,JAUSIERS (RESTEFOND-NIVOSE),Clapouse et Chevalier,X042,1995-09-27 00:00:00,,3,2550,44.34166666666667,6.798333333333333
4112006,MANOSQUE,ZI St Maurice,X160,2005-01-01 00:00:00,2010-06-14 00:00:00,2,289,43.797,5.817166666666667
4112009,MANOSQUE,MONT D'OR,NR,2010-06-17 00:00:00,2014-08-01 00:00:00,2,457,43.8355,5.793333333333333
4115001,MEAILLES (MEAILLES_SAPC),Chanière et Pertuis,Y603,2007-05-10 00:00:00,,2,1090,44.03116666666666,6.6295
4126001,MONTCLAR (MONTCLAR_SAPC),SERRE-NAUZET,X050,2007-06-26 00:00:00,,2,1197,44.39183333333333,6.333333333333333
4134002,LA MOTTE-DU-CAIRE (LA MOTTE DU CAIRE),BEAUSEJOUR,X071,1933-08-01 00:00:00,,2,665,44.32666666666667,6.0305
4136001,LA MURE-ARGENS,Ferrayes du Pré Dancilly,X203,2005-06-29 00:00:00,,1,920,43.977,6.520166666666666
4142001,OPPEDETTE (OPPEDETTE-SPC),SPC-222-Oppedette,X341,2004-08-01 00:00:00,,5,505,43.91883333333333,5.5845
4157001,PUIMOISSON,AEROD. PLAINE-DE-REME,X270,1988-05-01 00:00:00,1993-08-31 00:00:00,2,775,43.87116666666667,6.168833333333334
4173002,SAINT-ANDRE-LES-ALPES (ST ANDRE ALPES),PLAN DU LAC,X220,1990-06-01 00:00:00,2005-06-30 00:00:00,2,882,43.958333333333336,6.511666666666667
4184001,SAINT-JURS (ST JURS),LES TETTENIERES,X270,1962-10-01 00:00:00,,2,867,43.90083333333333,6.2005
4192001,SAINT-MICHEL-L'OBSERVATOIRE (ST MICHEL L OBS),OBS. DE HTE-PROVENCE,X151,1950-01-01 00:00:00,2003-10-31 00:00:00,2,650,43.93333333333333,5.713333333333333
4193400,SAINT-PAUL-SUR-UBAYE (MALJASSET_NIVO),,X040,1980-12-01 00:00:00,,4,1908,44.593,6.843333333333334
4200001,SALIGNAC (SALIGNAC-SPC),SPC-223-Salignac,NR,2012-03-01 00:00:00,,5,450,44.137166666666666,5.977
4205001,SEYNE,BOUSCOUBROUS,X050,1928-03-01 00:00:00,,4,1210,44.3515,6.3645
4209005,SISTERON,PEAGE NORD,X072,1998-07-01 00:00:00,,2,500,44.2245,5.916
4222001,TURRIERS,LE MOURRIES,X051,2000-01-01 00:00:00,,2,1020,44.399,6.1695
4230001,VALENSOLE,HUBAC DE NOTRE DAME,X280,1995-01-01 00:00:00,,1,600,43.8395,6.0008333333333335
5001400,ABRIES-RISTOLAS (ABRIES_NIVO),,X020,1985-12-23 00:00:00,,4,2018,44.79283333333333,6.947
5001402,ABRIES-RISTOLAS (REFUGE DU VISO),,NR,2021-10-04 00:00:00,,5,2466,44.7,7.051666666666667
5004001,ANCELLE,LE VILLAGE,W202,1895-01-01 00:00:00,,2,1354,44.6245,6.209833333333333
5007001,ARVIEUX (ARVIEUX LA CHALP),LA CHALP,X022,1946-06-01 00:00:00,,4,1690,44.78116666666666,6.736666666666666
5007003,ARVIEUX,BRUNISSARD,X022,2007-07-05 00:00:00,,1,1825,44.796,6.728
5023001,BRIANCON,C-B-R-B-C,X001,1931-01-01 00:00:00,2005-12-31 00:00:00,4,1324,44.90833333333333,6.635
5026400,CEILLAC (CEILLAC_NIVO),,X023,1979-12-10 00:00:00,,4,1665,44.67116666666666,6.776166666666667
5027001,CERVIERES,,X010,1931-01-01 00:00:00,,2,1614,44.86933333333333,6.7235
5038001,CHATEAU-VILLE-VIEILLE,LE BRASQ,X022,1928-01-01 00:00:00,,2,1355,44.75933333333333,6.809
5044400,CREVOUX (PARPAILLON-NIVOSE),les montagnettes,NR,2010-08-11 00:00:00,,3,2545,44.495333333333335,6.636333333333333
5046001,EMBRUN,foyers les Hirondelles,X031,1806-01-01 00:00:00,,0,873,44.57116666666667,6.508666666666667
5055001,LA FAURIE,STATION D'ÉPURATION,X101,1997-06-01 00:00:00,,2,825,44.56666666666667,5.750166666666667
5058402,FREISSINIERES (REFUGE DORMILLOUSE),refuge de l'école,NR,2025-11-03 00:00:00,,5,1726,44.73583333333333,6.440333333333333
5061009,GAP,VARSIE,X060,2003-12-01 00:00:00,,1,885,44.577666666666666,6.079833333333333
5061400,GAP (GAP BAYARD_NIVO),Centre d'oxygénation,NR,2009-12-02 00:00:00,2024-05-01 00:00:00,4,1240,44.6215,6.084333333333333
5063402,LA GRAVE (LA MEIJE-NIVOSE),Vallon de Chancel,W270,1990-03-22 00:00:00,,3,3093,45.01233333333333,6.2651666666666666
5063410,LA GRAVE (LA GRAVE 3200 M),glacier de la Girosse,NR,2020-01-01 00:00:00,,4,3196,45.006,6.253
5064001,LA CHAPELLE-EN-VALGAUDEMAR (CHAPELLE-EN-VALGAUDEMAR),LES PORTES,W210,1928-01-01 00:00:00,2025-09-30 00:00:00,4,1270,44.81,6.195333333333333
5064400,LA CHAPELLE-EN-VALGAUDEMAR (Vallompierre),Refuge de Vallompierre,W210,1983-01-13 00:00:00,1988-02-11 00:00:00,2,2560,44.8,6.27
5064403,LA CHAPELLE-EN-VALGAUDEMAR (LES PORTES EN VALGAUDEMAR_NIVO),,W210,2000-08-01 00:00:00,,4,1270,44.81,6.195333333333333
5070003,LARAGNE-MONTEGLIN (LARAGNE MONTEGLIN),L'ILE-D'ORIANE,X104,1992-12-01 00:00:00,,1,565,44.31916666666667,5.7945
5077402,MOLINES-EN-QUEYRAS (COL AGNEL-NIVOSE),COL AGNEL,X021,1994-08-30 00:00:00,,3,2627,44.68866666666667,6.976166666666667
5077404,MOLINES-EN-QUEYRAS (MOLINES EN QUEYRAS_NIVO),Chettetive,NR,2023-12-26 00:00:00,,4,2049,44.71533333333333,6.8605
5079001,LE MONETIER-LES-BAINS (LE MONETIER LES BAINS),Route des Bains,X001,1921-01-01 00:00:00,,4,1459,44.9715,6.514166666666667
5079400,LE MONETIER-LES-BAINS (SERRE CHE-LE MONETIER_NIVO),Le Bachas,X001,1983-12-12 00:00:00,,4,2185,44.94983333333333,6.501
5079402,LE MONETIER-LES-BAINS (GALIBIER-NIVOSE),vallon de roche noire,NR,2015-09-07 00:00:00,,3,2559,45.05683333333333,6.377166666666667
5085403,MONTGENEVRE (MONTGENEVRE_NIVO),LE CHALVET,Y680,2004-12-01 00:00:00,,4,2134,44.93816666666667,6.7195
5090002,LA MOTTE-EN-CHAMPSAUR (MOTTE-MOLINES),MOLINES,W203,1940-01-01 00:00:00,,2,1250,44.74816666666667,6.122833333333333
5093001,NEVACHE (NEVACHE-EDF-03),GENDARMERIE,X000,1928-01-01 00:00:00,,4,1603,45.0185,6.622333333333334
5093403,NEVACHE (NEVACHE-BUFFERE),Refuge Buffere,X000,2005-01-01 00:00:00,2018-12-31 00:00:00,5,2060,45.01283333333333,6.570833333333334
5096404,ORCIERES (ORCIERES-NIVOSE),Télésiège des Lacs,NR,2006-12-21 00:00:00,,3,2280,44.719,6.333666666666667
5098001,LES ORRES,LE MELEZET,X032,1931-02-01 00:00:00,,2,1457,44.508833333333335,6.559333333333333
5098402,LES ORRES (LES ORRES_NIVO),Les Fontaines,X032,2002-12-10 00:00:00,,4,1895,44.48166666666667,6.562833333333334
5101001,VALLOUISE-PELVOUX (PELVOUX),,X012,1936-01-01 00:00:00,,2,1270,44.86683333333333,6.486666666666666
5101400,VALLOUISE-PELVOUX (PELVOUX ST ANTOINE_NIVO),St Antoine,X012,1994-12-27 00:00:00,2024-12-01 00:00:00,4,1270,44.87083333333333,6.487166666666667
5101401,VALLOUISE-PELVOUX (REFUGE DES ECRINS),,NR,2021-10-04 00:00:00,,5,3175,44.946666666666665,6.3825
5110001,PUY-SAINT-VINCENT (PUY-ST-VINCENT),LES ALBERTS,X012,1952-05-01 00:00:00,,2,1388,44.828833333333336,6.492666666666667
5110400,PUY-SAINT-VINCENT (PUY ST VINCENT_NIVO),,X012,1979-12-17 00:00:00,,4,1680,44.818,6.485833333333333
5114402,REALLON (REALLON _NIVO),Gare Intermédiaire,NR,2006-08-01 00:00:00,,4,1716,44.57933333333333,6.352333333333333
5118003,VAL BUECH-MEOUGE (RIBIERS),LA GREZE,X106,2002-04-01 00:00:00,2012-12-31 00:00:00,2,520,44.2355,5.855
5119402,GUILLESTRE (RISOUL_NIVO),l'Ecureuil,NR,2012-12-11 00:00:00,,4,2050,44.61666666666667,6.644166666666667
5120002,ABRIES-RISTOLAS (RISTOLAS),LA MONTA,X020,2004-10-01 00:00:00,,1,1670,44.76566666666667,6.9845
5126001,ROSANS,LE BUISSON,V530,1971-12-01 00:00:00,,2,625,44.3875,5.462166666666667
5132002,SAINT-BONNET-EN-CHAMPSAUR (ST BONNET),COLLEGE,W203,1991-01-01 00:00:00,2003-07-31 00:00:00,2,1015,44.685,6.08
5133400,SAINT-CHAFFREY (SERRE CHE-CHANTEMERLE_NIVO),RATIER,X011,1976-01-01 00:00:00,,4,1905,44.9245,6.5713333333333335
5136002,SAINT-CREPIN (ST CREPIN),Aérodrome,X014,2006-09-01 00:00:00,,1,906,44.7045,6.6
5139006,DEVOLUY (AGNIERES-EN-DEVOLUY),LA COMBE,W221,1928-11-01 00:00:00,,2,1244,44.69616666666667,5.880833333333333
5139400,DEVOLUY (St Etienne en Devoluy),,W221,1973-12-01 00:00:00,2019-03-26 00:00:00,4,1281,44.69,5.937666666666667
5139405,DEVOLUY (SUPER DEVOLUY_NIVO2),Telesiege du Jas,W221,2001-12-26 00:00:00,,4,1915,44.6655,5.906666666666666
5142001,SAINT-FIRMIN (ST FIRMIN),RUE DE LAPRA,W211,1927-01-01 00:00:00,,2,935,44.7825,6.035
5145002,SAINT-JEAN-SAINT-NICOLAS (ST JEAN-ST-NICOLAS),CIMETIERE DE MALBRESSET,W202,2003-08-01 00:00:00,,1,1210,44.67083333333333,6.209833333333333
5157400,SAINT-VERAN (ST VERAN RM),Jamberoute,X021,1979-12-01 00:00:00,2023-12-26 00:00:00,4,2140,44.70516666666666,6.8678333333333335
5158001,LE SAIX,SALLE DES FETES,X102,2003-05-01 00:00:00,,2,801,44.47583333333333,5.8155
5170001,TALLARD,AERODROME,X060,1964-05-01 00:00:00,,1,593,44.45216666666666,6.033333333333333
5176001,VALSERRES (L'ARCHIDIACRE-SPC),SPC-223-L'Archidiacre,NR,2012-03-01 00:00:00,,5,620,44.47616666666666,6.111666666666666
5179001,VEYNES,,X102,1964-05-01 00:00:00,,2,823,44.53633333333333,5.8406666666666665
5181002,VILLAR-D'ARENE (VILLAR D'ARENE),PONT D'ARSINE,W270,2002-01-10 00:00:00,,1,1665,45.03083333333333,6.361666666666666
5182001,VILLAR-LOUBIERE (VILLAR LOUBIERE),CHEF-LIEU,W211,1864-01-01 00:00:00,,2,1072,44.82683333333333,6.146
5183001,VILLAR-SAINT-PANCRACE (VILLAR ST PANCRACE),CEMBREU,X011,2003-08-01 00:00:00,,0,1310,44.88033333333333,6.640333333333333
5184002,VITROLLES,PLAN-DE-VITROLLES,X061,1997-02-01 00:00:00,2012-12-31 00:00:00,2,595,44.40866666666667,5.951666666666667
6004002,ANTIBES (ANTIBES-GAROUPE),SEMAPHORE LA GAROUPE,Y560,1920-01-01 00:00:00,,2,75,43.56466666666667,7.133
6004004,ANTIBES (ANTIBES-GOLF),GOLFE-JUAN,Y560,1964-01-01 00:00:00,,2,13,43.57966666666667,7.091166666666667
6004009,ANTIBES (ANTIBES_SAPC),LES PRUGNONS,Y560,1988-07-01 00:00:00,,2,32,43.59916666666667,7.111166666666667
6004012,ANTIBES (ANTIBES PORT),PORT VAUBAN,Y560,1992-05-01 00:00:00,2008-03-14 00:00:00,2,3,43.58533333333333,7.127166666666667
6004014,ANTIBES,FORT CARRE,NR,1920-08-01 00:00:00,1942-06-30 00:00:00,0,1,43.59016666666667,7.128333333333333
6005001,ASCROS,BOURG,Y612,1987-08-01 00:00:00,,1,1173,43.922,7.0136666666666665
6015001,BERRE-LES-ALPES (BERRE-DES-ALPES),LA PLANTAIA,Y651,1988-07-01 00:00:00,2010-01-05 00:00:00,2,715,43.83833333333333,7.321666666666666
6016001,BEUIL (BEUIL-OBS),VILLAGE,Y611,1917-03-01 00:00:00,,2,1464,44.08983333333333,6.988
6016004,BEUIL,BOURG,Y611,1990-10-01 00:00:00,2005-12-31 00:00:00,2,1368,44.089,6.989333333333334
6022002,BOUYON,BOURG,Y643,1989-08-01 00:00:00,2005-12-31 00:00:00,2,723,43.823,7.118166666666666
6023004,BREIL-SUR-ROYA (BREIL SUR ROYA),PARC COMMUNAL,Y662,1987-08-01 00:00:00,,2,305,43.94016666666667,7.513666666666666
6029001,MANDELIEU-LA-NAPOULE (CANNES),CANNES MANDELIEU,Y553,1949-03-01 00:00:00,,0,2,43.5565,6.9505
6029007,CANNES (CANNES PORT),PORT CANTO,Y560,1992-03-01 00:00:00,1999-12-31 00:00:00,2,3,43.55,7.033333333333333
6033002,CARROS (CARROS_SAPC),SIEVI,Y644,1991-03-01 00:00:00,,2,78,43.78666666666667,7.209166666666666
6037002,CAUSSOLS,PLATEAU DE CALERN,Y551,1987-08-01 00:00:00,,2,1268,43.75233333333333,6.923166666666667
6038001,CHATEAUNEUF-GRASSE (CHATEAUNEUF GRASSE),plateau des 1000 chenes,NR,2012-09-17 00:00:00,,2,379,43.678333333333335,6.996166666666666
6044002,LA COLLE-SUR-LOUP (COLLE SUR LOUP),RESERVOIRS,Y561,1990-09-01 00:00:00,2000-10-31 00:00:00,2,165,43.69166666666667,7.1
6048003,CONTES,BOURG,Y651,1990-10-01 00:00:00,2005-06-08 00:00:00,2,200,43.8,7.316666666666666
6050002,COURSEGOULES (COURSEGOULES_SAPC),ECOLE,Y562,1989-08-01 00:00:00,,2,985,43.792,7.0485
6051001,LA CROIX-SUR-ROUDOULE (LA CROIX SUR ROUDOULE_SAPC),le bout de ville,Y610,2006-10-25 00:00:00,2013-11-28 00:00:00,2,860,43.98766666666667,6.873333333333333
6056400,ENTRAUNES (ESTENC_NIVO),,Y600,1996-08-01 00:00:00,,4,1850,44.23916666666667,6.753
6059003,EZE,FORT DE LA REVERE,Y653,1991-06-01 00:00:00,,2,704,43.73883333333333,7.365833333333334
6069008,GRASSE,MOULIN DE BRUN,Y553,1930-01-01 00:00:00,2007-12-31 00:00:00,2,183,43.653666666666666,6.9395
6071001,GUILLAUMES (GUILLAUMES-OBS),,Y601,1907-03-01 00:00:00,,2,788,44.09066666666666,6.852333333333333
6071003,GUILLAUMES,TERRAIN COMMUNAL,Y601,1987-08-01 00:00:00,2003-08-31 00:00:00,2,780,44.1,6.85
6073005,ISOLA (ISOLA 2000),ISOLA 2000,Y621,1972-01-01 00:00:00,,2,1912,44.1895,7.149
6073405,ISOLA (ISOLA_NIVO),,NR,2014-07-18 00:00:00,,4,1912,44.1895,7.149
6074005,LANTOSQUE (LANTOSQUE_SAPC),Maison forestiere,Y632,2006-10-25 00:00:00,,2,550,43.972,7.307
6075006,LEVENS (LEVENS_RESERVOIRS),RESERVOIRS,Y633,1989-08-01 00:00:00,2008-05-19 00:00:00,2,668,43.861666666666665,7.236666666666666
6075007,LEVENS,MONT ARPASSE,Y644,2008-05-16 00:00:00,,2,691,43.84633333333333,7.21
6077006,LUCERAM (PEIRA CAVA),PEIRA-CAVA CASERNES,Y663,1989-08-01 00:00:00,,1,1443,43.92916666666667,7.363333333333333
6079002,MANDELIEU-LA-NAPOULE (MANDELIEU LA NAPOULE_SAPC),CIMETIERE RN 7,Y550,1988-07-01 00:00:00,,2,104,43.52366666666666,6.898666666666666
6081001,LE MAS,COL DE BLEINE,X240,2006-04-02 00:00:00,,1,1525,43.81366666666667,6.809333333333333
6083005,MENTON,ANNONCIADE,Y653,1988-08-01 00:00:00,,2,216,43.785833333333336,7.488666666666667
6083006,MENTON (MENTON-PORT),PORT GARAVAN,Y653,1992-04-01 00:00:00,2005-11-30 00:00:00,2,19,43.784,7.519333333333333
6084002,MOUANS-SARTOUX (MOUANS SARTOUX),L'ARGILE,Y553,1992-02-01 00:00:00,2009-01-01 00:00:00,2,165,43.61183333333334,6.9511666666666665
6086001,MOULINET,BOURG,Y663,1950-03-01 00:00:00,,2,780,43.942,7.414666666666666
6088001,NICE,AEROPORT,Y644,1942-07-01 00:00:00,,0,2,43.648833333333336,7.209
6088007,NICE (NICE-RIMIEZ),RIMIEZ,Y650,1949-12-01 00:00:00,,2,238,43.73866666666667,7.279166666666667
6088009,COLOMARS (NICE-ST ROMAN),ST-ROMAN,Y650,1987-08-01 00:00:00,2009-04-01 00:00:00,2,323,43.751666666666665,7.216666666666667
6088011,NICE (NICE MONT-GROS),OBSERVATOIRE DU MONT-GROS,Y650,1883-01-01 00:00:00,1935-12-31 00:00:00,4,347,43.726333333333336,7.2985
6088020,NICE (NICE MASSENA),Musée Massena,NR,1926-07-01 00:00:00,1938-12-31 00:00:00,4,2,43.69533333333333,7.2695
6090001,PEGOMAS (PEGOMAS-TANNERON),TANNERON,Y552,1987-07-01 00:00:00,2010-04-01 00:00:00,2,483,43.562666666666665,6.897
6090002,PEGOMAS,LE GRAND JAS,NR,2010-03-15 00:00:00,,2,109,43.60266666666666,6.9366666666666665
6091003,PEILLE,MT-AGEL,Y651,1987-08-01 00:00:00,,1,1106,43.77516666666666,7.428333333333334
6094002,PEONE,VALBERG,Y601,2002-11-01 00:00:00,,1,1784,44.09966666666666,6.930833333333333
6094400,PEONE (VALBERG_NIVO),,Y601,1971-12-01 00:00:00,,4,1630,44.087,6.941333333333334
6099004,PUGET-THENIERS (PUGET THENIERS_SAPC),BOURG,Y604,1991-05-01 00:00:00,,2,449,43.956833333333336,6.892333333333333
6102001,RIMPLAS (RIMPLAS_SAPC),Bouissiera Sobrana,Y622,2006-10-25 00:00:00,,2,1130,44.067166666666665,7.1335
6103002,ROQUEBILLIERE (BERTHEMONT-LES-BAINS_SAPC),STATION THERMALE,NR,2023-01-24 00:00:00,,2,938,44.04433333333333,7.300833333333333
6106002,ROQUESTERON,POMPIERS ONF,Y642,1987-08-01 00:00:00,2009-01-01 00:00:00,2,405,43.876333333333335,7.006166666666667
6116002,SAINT-AUBAN (ST AUBAN),BOURG LA POSTE,Y640,1908-01-01 00:00:00,2007-12-31 00:00:00,2,1048,43.847,6.727
6118001,SAINT-CEZAIRE-SUR-SIAGNE (ST CEZAIRE),VILLAGE,Y551,1987-07-01 00:00:00,2005-04-01 00:00:00,2,474,43.64516666666667,6.797666666666666
6118002,SAINT-CEZAIRE-SUR-SIAGNE (ST CEZAIRE SUR SIAGNE),COL DE LA LEQUE,Y551,2005-11-01 00:00:00,,1,694,43.678666666666665,6.809
6120004,SAINT-ETIENNE-DE-TINEE (ST ETIENNE DE TINEE_SAPC),L'Oratoire,Y620,2006-11-27 00:00:00,,2,1150,44.257666666666665,6.921166666666666
6120400,SAINT-ETIENNE-DE-TINEE (AURON_NIVO),AURON,Y620,1982-12-01 00:00:00,,4,1910,44.21533333333333,6.9135
6121001,SAINT-JEAN-CAP-FERRAT (CAP FERRAT),SEMAPHORE,Y653,1895-01-01 00:00:00,2010-04-12 00:00:00,2,138,43.68333333333333,7.328333333333333
6125001,SAINT-MARTIN-D'ENTRAUNES (ST MARTIN D'ENTRAUNES_SAPC),la chapelle,Y600,2007-05-07 00:00:00,,2,1642,44.15466666666666,6.747
6127001,SAINT-MARTIN-VESUBIE (ST-MARTIN-DE-VESUBIE-OBS),O.N.F.,Y630,1950-03-01 00:00:00,2023-07-04 00:00:00,2,994,44.07416666666666,7.254166666666666
6127003,SAINT-MARTIN-VESUBIE (ST MARTIN VESUBIE),VIGNASSE,Y630,1989-07-01 00:00:00,2014-01-01 00:00:00,2,1044,44.07366666666667,7.258166666666667
6127006,SAINT-MARTIN-VESUBIE (SAINT MARTIN VESUBIE_SAPC),STADE ROBERI,NR,2013-10-30 00:00:00,2020-10-03 00:00:00,2,899,44.065666666666665,7.255
6130002,SAINT-VALLIER-DE-THIEY (ST VALLIER),TERRAIN COMMUNAL,Y551,1989-11-01 00:00:00,2005-12-31 00:00:00,2,708,43.69133333333333,6.843
6136003,SOSPEL,BOURG,Y663,1988-08-01 00:00:00,2003-01-31 00:00:00,2,360,43.88333333333333,7.45
6136005,SOSPEL,FORT SUCHET,Y663,2004-11-01 00:00:00,,1,843,43.86283333333333,7.433666666666666
6148001,TOURRETTES-SUR-LOUP (TOURRETTES SUR LOUP),ANCIENNE GARE,Y561,1988-07-01 00:00:00,2012-10-25 00:00:00,2,311,43.70816666666666,7.055833333333333
6152002,VALBONNE (VALBONNE-SOPHIA),ANCIENNE GARE,Y560,1987-07-01 00:00:00,,2,238,43.62316666666667,7.0285
6153004,VALDEBLORE,LA BOLLINE ECOLE,Y623,1991-05-01 00:00:00,2005-12-31 00:00:00,2,1058,44.069,7.1695
6153400,VALDEBLORE (MILLEFONTS-NIVOSE),VALLON DE MILLEFONTS,NR,2007-09-26 00:00:00,,3,2430,44.11833333333333,7.192
6154002,VALDEROURE,LA FERRIERE BOURG,X240,1987-03-01 00:00:00,2005-12-31 00:00:00,2,1105,43.79233333333333,6.7345
6163001,TENDE (TENDE-OBS),BOURG,Y660,1952-09-01 00:00:00,,2,792,44.086666666666666,7.595
6163007,TENDE (TENDE_SAPC),ST-DALMAS EDF,Y661,1989-07-01 00:00:00,,2,636,44.04316666666666,7.586
6163400,TENDE (VAL CASTERINO_NEIGE),,Y661,1989-12-14 00:00:00,,5,1554,44.0975,7.505833333333333
7005001,ALBA-LA-ROMAINE (ALBA LA ROMAINE),ST-PHILIPPE,V450,1948-09-01 00:00:00,,2,223,44.53983333333333,4.5825
7005002,ALBA-LA-ROMAINE (ALBA SA),ST-PHILIPPE,V450,1992-11-01 00:00:00,2019-06-01 00:00:00,4,223,44.538833333333336,4.582833333333333
7010001,ANNONAY,Parc St Exupery,V351,1973-07-01 00:00:00,,2,336,45.24616666666667,4.6705
7011002,VALLEES-D'ANTRAIGUES-ASPERJOC (ANTRAIGUES),PONT DE L HUILE,V501,1953-01-01 00:00:00,,2,428,44.719166666666666,4.352166666666666
7011004,VALLEES-D'ANTRAIGUES-ASPERJOC (ANTRAIGUES SA),LAFONT,V501,1992-11-01 00:00:00,2021-09-30 00:00:00,2,600,44.71216666666667,4.352166666666666
7011006,VALLEES-D'ANTRAIGUES-ASPERJOC (ANTRAIGUES-SUR-VOLANE-SPC),SPC-223-Antraigues,V501,2000-09-01 00:00:00,,5,468,44.7255,4.3485
7019001,AUBENAS (AUBENAS/ECOLES),BEAUSOLEIL/ECOLES,V501,1924-01-01 00:00:00,1969-05-31 00:00:00,4,260,44.61666666666667,4.388333333333334
7019003,AUBENAS (AUBENAS PONT D'AUBENAS),PONT D'AUBENAS,V501,1928-01-01 00:00:00,1937-05-31 00:00:00,4,310,44.61666666666667,4.388333333333334
7019005,AUBENAS (AUBENAS SA),QUARTIER ST MARTIN,V501,1969-07-01 00:00:00,,2,176,44.60166666666667,4.409833333333333
7025001,BARNAS (BARNAS RAD),PONT DE LA MOTHE,V500,1990-01-01 00:00:00,,1,480,44.666,4.159833333333333
7025002,BARNAS (BARNAS-SPC),SPC-223-Barnas,V500,2000-08-31 00:00:00,,5,459,44.66616666666667,4.16
7030001,BEAUVENE (BEAUVENE-SPC),SPC-223-Beauvene,NR,2016-03-01 00:00:00,,5,316,44.8825,4.525166666666666
7031002,BERRIAS-ET-CASTELJAU (CHAULET-SPC),SPC-223-Chaulet,NR,2016-03-01 00:00:00,,5,114,44.406666666666666,4.216
7032002,BERZEME (BERZEME RAD),FAUGERES,V450,1988-05-01 00:00:00,,1,650,44.62833333333333,4.566333333333334
7032003,BERZEME (BERZEME SA),QUARTIER DU STADE,V450,1995-12-01 00:00:00,2010-04-01 00:00:00,3,760,44.6285,4.5665
7032004,BERZEME (BERZEME-SPC),SPC-223-Berzeme,V450,2000-08-31 00:00:00,,5,754,44.651,4.5681666666666665
7033001,BESSAS,Domaine de Monteillas,V545,1933-11-01 00:00:00,,2,251,44.34,4.298666666666667
7037001,BOREE (BOREE-SPC),SPC-222-Boree,V411,2000-08-31 00:00:00,,5,1149,44.896166666666666,4.2385
7042002,BOURG-SAINT-ANDEOL (BOURG-SAINT-ANDEOL-SPC),SPC-222-Bourg St Andreol,V457,2000-08-31 00:00:00,2011-02-28 00:00:00,5,70,44.37166666666667,4.6466666666666665
7064001,LE CHEYLARD (CHEYLARD SA),LA PALISSE,V412,1900-01-01 00:00:00,,2,418,44.91483333333333,4.4375
7064004,LE CHEYLARD (LE CHEYLARD-SPC),SPC-223-Le Cheylard,V412,2000-09-01 00:00:00,,5,446,44.91283333333333,4.428
7066001,ALISSAS (CHOMERAC SA_RCE),,V431,1970-07-01 00:00:00,,2,216,44.6995,4.648333333333333
7068001,COLOMBIER-LE-JEUNE (COLOMBIER JEUNE RAD),RATTIER,V372,1972-10-01 00:00:00,,1,566,45.0155,4.671166666666666
